ID,Gmina,Województwo,Powiat,Typ gminy,Powierzchnia ha,Powierzchnia km^2,Ludność,Ludność na km^2,Pożary SUMA,Małe pożary,Średnie pożary,Duże pożary,Bardzo duże pożary,Zagrożenia SUMA,Małe zagrożenia,Lokalne zagrożenia,Średnie zagrożenia,Duże zagrożenia,Gigantyczne/klęski żywiołowe,Fałszywe alarmy SUMA,Złośliwe alarmy,W dobrej wierze,Z urządzeń,Do 30 min.,31-60 min.,61-120 min.,121-240 min.,241-720 min.,do 1 dnia,powyżej 1 dnia,Ofiary śmiertelne SUMA,Ranni SUMA,Ofiary śmiertelne (ratownicy) [pożary],Ranni ratownicy [pożary],Ofiary śmiertelne strażacy [pożary],Ranni strażacy [pożary],Ofiary śmiertelne (inne osoby) [pożary],Ranni (inne osoby) [pożary],Ofiary śmiertelne (dzieci) [pożary],Ranni (dzieci) [pożary],Ofiary śmiertelne (ratownicy) [zagrożenia],Ranni ratownicy [zagrożenia],Ofiary śmiertelne strażacy [zagrożenia],Ranni strażacy [zagrożenia],Ofiary śmiertelne (inne osoby) [zagrożenia],Ranni (inne osoby) [zagrożenia],Ofiary śmiertelne (dzieci) [zagrożenia],Ranni (dzieci) [zagrożenia],Silne wiatry,Przybory wód,Opady śniegu,Opady deszczu,Chemiczne,Ekologiczne,Radiologiczne,Budowlane,Infrastruktury komunalnej,W transporcie drogowym,W transporcie kolejowym,W transporcie lotniczym,Na obszarach wodnych,Medyczne
866,Inowłódz,łódzkie,tomaszowski,wiejska,9783,98,3819,39,26,23,3,0,0,71,7,63,1,0,0,4,0,2,2,3,45,33,11,4,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,2,6,0,0,0,0,0,0,0,0,7,0,0,4,4
867,Lubochnia,łódzkie,tomaszowski,wiejska,13137,131,7162,55,27,24,3,0,0,64,2,62,0,0,0,3,0,3,0,10,39,30,11,1,0,0,1,7,0,1,0,0,0,1,0,0,0,0,0,0,1,5,0,0,11,1,0,5,0,0,0,5,2,12,0,0,0,4
868,Rokiciny,łódzkie,tomaszowski,wiejska,9058,91,6173,68,29,26,2,1,0,72,1,69,2,0,0,3,0,3,0,5,35,43,10,7,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,0,0,0,1,1,9,0,0,0,4
869,Rzeczyca,łódzkie,tomaszowski,wiejska,10861,109,4648,43,10,10,0,0,0,26,0,25,1,0,0,0,0,0,0,0,17,15,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,10,0,0,1,0,0,0,1,0,2,0,0,0,1
870,Tomaszów Mazowiecki (gmina wiejska),łódzkie,tomaszowski,wiejska,14982,150,11068,74,69,67,2,0,0,158,8,146,4,0,0,3,0,3,0,178,314,100,21,10,0,0,8,9,0,1,0,1,0,1,0,0,0,0,0,0,8,7,0,0,13,0,0,2,1,2,0,0,1,18,0,0,7,13
871,Tomaszów Mazowiecki (gmina miejska),łódzkie,tomaszowski,miejska,4130,42,63238,1531,175,171,4,0,0,448,69,376,3,0,0,32,0,20,12,19,116,66,16,7,2,0,12,83,0,0,0,0,1,3,0,0,0,1,0,1,11,79,0,3,16,0,1,6,14,0,0,3,5,52,1,0,7,56
872,Ujazd,łódzkie,tomaszowski,wiejska,9695,97,7783,80,31,30,1,0,0,105,3,98,4,0,0,5,0,5,0,9,54,53,17,3,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,3,5,1,0,11,1,0,0,0,0,20,0,0,0,11
873,Żelechlinek,łódzkie,tomaszowski,wiejska,9235,92,3331,36,7,6,0,1,0,20,0,20,0,0,0,0,0,0,0,1,11,10,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,0,0,0,4,0,0,0,2
875,Biała,łódzkie,wieluński,wiejska,7409,74,5512,74,24,24,0,0,0,29,1,28,0,0,0,1,0,1,0,4,21,19,8,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,0,2,0,0,0,0,0,8,0,0,0,2
876,Czarnożyły,łódzkie,wieluński,wiejska,6967,70,4535,65,13,11,2,0,0,26,0,26,0,0,0,0,0,0,0,2,16,13,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,3
877,Konopnica,łódzkie,wieluński,wiejska,8317,83,3815,46,30,28,2,0,0,121,3,117,1,0,0,1,0,1,0,20,73,42,14,2,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,43,1,0,0,0,0,0,10,3,1,0,0,0,2
878,Mokrsko,łódzkie,wieluński,wiejska,7768,78,5399,70,17,16,1,0,0,32,1,31,0,0,0,3,0,1,2,2,22,20,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,1,0,6,0,0,1,1
879,Osjaków,łódzkie,wieluński,wiejska,10109,101,4768,47,24,22,2,0,0,56,4,50,2,0,0,1,0,0,1,12,31,29,6,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,1,0,0,1,1,14,0,0,0,4
880,Ostrówek,łódzkie,wieluński,wiejska,10138,101,4533,45,19,17,2,0,0,64,1,63,0,0,0,3,0,0,3,9,36,29,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,16,0,0,0,0,0,0,3,1,8,0,0,0,3
881,Pątnów,łódzkie,wieluński,wiejska,11461,115,6590,57,18,15,3,0,0,52,2,50,0,0,0,5,1,0,4,5,24,30,7,3,1,0,1,9,0,0,0,0,0,1,0,0,0,0,0,0,1,8,0,0,8,0,0,1,0,0,0,0,2,10,0,0,0,4
882,Skomlin,łódzkie,wieluński,wiejska,5520,55,3354,61,21,20,1,0,0,21,0,21,0,0,0,2,1,0,1,3,15,14,7,3,0,0,2,4,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,3,0,0,0,2
883,Wieluń,łódzkie,wieluński,miejsko-wiejska,13064,131,31849,244,85,79,5,0,1,312,33,276,3,0,0,22,0,12,10,125,166,67,25,13,1,0,7,49,0,0,0,0,2,4,0,0,0,0,0,0,5,45,0,1,29,2,0,2,1,0,0,9,7,48,0,0,1,27
884,Wierzchlas,łódzkie,wieluński,wiejska,11895,118,6662,56,14,14,0,0,0,35,5,30,0,0,0,0,0,0,0,1,14,28,4,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,2,0,1,0,0,0,0,0,4,0,0,0,2
886,Bolesławiec,łódzkie,wieruszowski,wiejska,6447,64,4083,63,16,13,3,0,0,25,0,25,0,0,0,1,0,1,0,5,17,12,6,1,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,5,0,0,1,0,0,0,2,1,1,0,0,0,2
887,Czastary,łódzkie,wieruszowski,wiejska,6273,63,3949,63,18,16,1,1,0,25,0,24,1,0,0,1,0,1,0,4,16,17,5,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,4,0,0,0,0,0,0,0,1,5,0,0,0,1
888,Galewice,łódzkie,wieruszowski,wiejska,13577,136,6199,46,66,63,3,0,0,42,3,38,1,0,0,0,0,0,0,5,39,43,20,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,1,3,10,0,0,0,4
889,Lututów,łódzkie,wieruszowski,wiejska,7612,76,4600,60,20,16,4,0,0,51,1,50,0,0,0,7,0,7,0,2,22,32,8,7,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,5,1,0,0,0,0,0,1,0,11,0,0,0,2
890,Łubnice,łódzkie,wieruszowski,wiejska,6083,61,4121,68,36,30,3,3,0,22,2,18,2,0,0,2,0,2,0,1,19,26,6,5,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,3,0,0,0,1,0,0,0,1,8,0,0,1,5
891,Sokolniki,łódzkie,wieruszowski,wiejska,8001,80,4999,62,18,18,0,0,0,60,2,55,3,0,0,7,0,6,1,5,18,39,13,3,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,2,7,0,0,0,1,0,0,1,0,35,0,0,0,1
892,Wieruszów,łódzkie,wieruszowski,miejsko-wiejska,9720,97,14304,147,75,70,4,1,0,187,9,177,1,0,0,9,1,7,1,54,121,59,21,6,1,0,2,26,0,0,0,0,0,7,0,0,0,0,0,0,2,19,0,3,28,1,1,2,0,0,0,4,2,48,0,1,0,12
894,Szadek,łódzkie,zduńskowolski,miejsko-wiejska,15164,152,7374,49,19,18,1,0,0,114,7,107,0,0,0,2,0,2,0,20,54,45,11,3,0,0,2,12,0,0,0,0,0,1,0,0,0,0,0,0,2,11,0,1,13,0,0,4,0,0,0,0,1,15,0,0,0,5
895,Zapolice,łódzkie,zduńskowolski,wiejska,8141,81,5147,63,16,12,4,0,0,83,3,80,0,0,0,2,0,2,0,6,52,30,8,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,9,0,1,1,1,0,0,0,3,16,0,0,0,6
896,Zduńska Wola (gmina wiejska),łódzkie,zduńskowolski,wiejska,11161,111,12154,109,30,26,2,1,1,132,11,118,3,0,0,9,0,7,2,165,200,78,15,5,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,2,6,4,0,2,1,0,0,2,1,22,0,0,0,11
897,Zduńska Wola (gmina miejska),łódzkie,zduńskowolski,miejska,2457,25,42374,1725,78,77,1,0,0,385,43,341,1,0,0,22,1,19,2,16,82,47,12,5,0,0,4,77,0,0,0,0,0,4,0,0,0,0,0,0,4,73,0,9,22,2,0,11,21,0,0,16,1,56,2,0,1,41
899,Aleksandrów Łódzki,łódzkie,zgierski,miejsko-wiejska,11643,116,31445,270,125,121,4,0,0,353,30,319,4,0,0,21,2,12,7,53,229,160,27,7,2,0,2,70,0,0,0,0,0,9,0,0,0,1,0,0,2,60,0,4,27,1,0,2,4,0,0,1,1,54,0,0,4,22
900,Głowno (gmina wiejska),łódzkie,zgierski,wiejska,10477,105,4847,46,10,10,0,0,0,60,1,58,1,0,0,1,0,1,0,9,82,64,16,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,11,0,0,1,0,0,0,0,1,14,1,0,0,1
901,Głowno (gmina miejska),łódzkie,zgierski,miejska,1984,20,14422,727,36,34,1,1,0,139,18,121,0,0,0,4,0,4,0,3,19,38,8,2,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,0,3,48,0,4,6,0,0,16,0,0,0,0,1,22,0,0,1,11
902,Ozorków (gmina wiejska),łódzkie,zgierski,wiejska,9551,96,6944,73,38,33,4,0,1,123,2,118,3,0,0,1,0,1,0,120,101,41,12,2,0,0,1,26,0,1,0,0,1,4,0,1,0,0,0,0,0,21,0,2,28,0,0,1,0,0,0,3,0,20,0,0,0,15
903,Ozorków (gmina miejska),łódzkie,zgierski,miejska,1546,15,19685,1273,62,60,2,0,0,214,29,183,2,0,0,10,0,10,0,17,75,54,11,4,0,0,5,109,0,0,0,0,0,6,0,1,0,0,0,0,5,103,0,2,14,0,1,0,5,0,0,2,3,36,2,0,0,34
904,Parzęczew,łódzkie,zgierski,wiejska,10389,104,5036,48,32,31,0,1,0,69,1,64,4,0,0,4,0,4,0,8,41,36,13,3,0,0,3,14,0,0,0,0,0,1,0,0,0,0,0,0,3,13,0,0,15,1,2,2,2,0,0,0,1,21,0,0,0,12
905,Stryków,łódzkie,zgierski,miejsko-wiejska,15790,158,12565,80,76,73,2,1,0,289,13,272,4,0,0,31,0,18,13,51,154,120,34,6,0,0,7,98,0,1,0,1,2,4,0,0,0,0,0,0,5,93,0,5,33,0,1,3,1,1,0,2,1,82,0,0,2,22
906,Zgierz (gmina wiejska),łódzkie,zgierski,wiejska,19905,199,13972,70,76,73,2,1,0,246,17,225,3,1,0,9,3,6,0,187,253,128,36,14,1,1,5,66,0,0,0,0,1,3,0,0,0,3,0,3,4,60,0,11,38,0,1,9,2,0,0,0,2,44,1,0,0,30
907,Zgierz (gmina miejska),łódzkie,zgierski,miejska,4233,42,56690,1339,191,185,4,1,1,429,92,332,5,0,0,53,0,41,12,19,134,133,31,5,0,0,12,130,0,4,0,3,2,11,0,0,0,0,0,0,10,115,0,6,27,1,2,40,9,0,0,7,4,65,1,0,0,53
910,Bochnia (gmina wiejska),małopolskie,bocheński,wiejska,13087,132,19744,151,56,53,3,0,0,163,19,140,4,0,0,8,0,8,0,84,136,63,19,12,0,0,1,45,0,0,0,0,0,4,0,0,0,0,0,0,1,41,0,5,29,8,1,12,13,0,0,2,4,45,0,0,0,19
911,Bochnia (gmina miejska),małopolskie,bocheński,miejska,2987,30,29992,1004,57,55,2,0,0,257,22,233,2,0,0,44,1,13,30,9,87,84,29,10,0,0,3,46,0,0,0,0,0,1,0,0,0,0,0,0,3,45,0,8,28,1,0,2,44,1,0,6,2,60,0,0,1,21
912,Drwinia,małopolskie,bocheński,wiejska,10833,108,6505,60,10,7,3,0,0,51,2,49,0,0,0,0,0,0,0,6,17,26,10,2,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,9,0,0,2,5,0,0,0,0,6,0,0,0,3
913,Lipnica Murowana,małopolskie,bocheński,wiejska,6030,60,5648,94,10,10,0,0,0,32,1,31,0,0,0,0,0,0,0,1,6,28,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,1,0,0,0,0,5,0,0,0,0
914,Łapanów,małopolskie,bocheński,wiejska,7170,72,8049,112,10,9,1,0,0,96,16,80,0,0,0,1,0,1,0,15,28,41,19,3,0,0,2,8,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0,0,9,4,0,5,5,0,0,0,8,14,0,0,0,6
915,Nowy Wiśnicz,małopolskie,bocheński,miejsko-wiejska,8216,82,13880,169,23,22,1,0,0,218,50,168,0,0,0,0,0,0,0,15,117,99,9,1,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,24,5,1,16,15,0,0,0,24,25,0,0,0,9
916,Rzezawa,małopolskie,bocheński,wiejska,8635,86,11239,130,39,38,1,0,0,102,8,91,3,0,0,2,0,2,0,9,59,57,12,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,2,5,3,0,4,13,0,0,0,0,38,1,0,1,11
917,Trzciana,małopolskie,bocheński,wiejska,4409,44,5529,125,5,5,0,0,0,51,9,42,0,0,0,0,0,0,0,4,14,28,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,11,0,10,4,0,0,0,7,3,0,0,0,1
918,Żegocina,małopolskie,bocheński,wiejska,3489,35,5510,158,7,6,1,0,0,58,4,54,0,0,0,1,0,1,0,0,19,37,8,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10,4,2,10,4,0,0,0,0,8,0,0,0,0
920,Borzęcin,małopolskie,brzeski,wiejska,10270,103,8378,82,18,17,1,0,0,71,11,58,2,0,0,3,0,3,0,6,33,32,9,9,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,1,12,0,0,3,1,0,0,1,0,12,0,0,1,5
921,Brzesko,małopolskie,brzeski,miejsko-wiejska,10266,103,36309,354,88,86,2,0,0,326,29,294,3,0,0,13,2,11,0,90,200,102,20,1,1,0,2,78,0,0,0,0,0,3,0,2,0,0,0,0,2,75,0,15,35,0,0,8,15,1,0,2,5,106,1,0,3,32
922,Czchów,małopolskie,brzeski,miejsko-wiejska,6643,66,9826,148,14,12,2,0,0,122,8,113,1,0,0,3,0,3,0,5,40,66,18,7,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,4,21,0,0,6,1,0,0,0,1,34,0,1,4,7
923,Dębno,małopolskie,brzeski,wiejska,8160,82,14677,180,29,27,2,0,0,111,9,101,1,0,0,2,0,1,1,10,69,50,11,0,0,0,2,13,0,0,0,0,0,3,0,0,0,0,0,0,2,10,0,1,14,0,1,4,0,0,0,1,1,19,0,0,0,9
924,Gnojnik,małopolskie,brzeski,wiejska,5499,55,7965,145,9,9,0,0,0,69,7,62,0,0,0,0,0,0,0,8,34,26,10,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,2,11,0,0,2,0,0,0,0,1,18,0,0,0,4
925,Iwkowa,małopolskie,brzeski,wiejska,4722,47,6415,136,8,8,0,0,0,33,1,32,0,0,0,0,0,0,0,2,13,17,8,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,4,0,0,2,0,0,0,1,0,4,0,0,0,1
926,Szczurowa,małopolskie,brzeski,wiejska,13492,135,9594,71,26,19,7,0,0,73,4,66,3,0,0,2,0,2,0,6,34,42,14,3,0,0,1,16,0,0,0,0,0,1,0,0,0,1,0,0,1,14,0,3,13,0,0,0,1,0,0,2,1,19,0,0,0,2
928,Alwernia,małopolskie,chrzanowski,miejsko-wiejska,7417,74,12641,170,83,76,7,0,0,110,22,87,1,0,0,8,0,8,0,19,74,74,20,5,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,15,0,0,0,24,0,0,0,0,22,0,0,0,11
929,Babice,małopolskie,chrzanowski,wiejska,5404,55,9124,169,38,37,1,0,0,48,7,39,2,0,0,7,0,5,2,4,30,38,13,1,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,1,0,0,0,12,0,0,0,1,15,0,0,0,3
930,Chrzanów,małopolskie,chrzanowski,miejsko-wiejska,7944,79,47365,596,169,159,10,0,0,303,70,233,0,0,0,78,1,37,40,122,211,110,25,4,0,0,3,73,0,1,0,1,0,1,0,0,0,0,0,0,3,71,0,4,19,0,0,3,66,0,0,2,4,72,0,0,3,43
931,Libiąż,małopolskie,chrzanowski,miejsko-wiejska,5707,57,22490,394,148,142,5,1,0,112,20,92,0,0,0,12,0,10,2,30,130,78,19,2,1,0,2,33,0,0,0,0,1,8,0,1,0,0,0,0,1,25,0,1,6,6,0,12,28,0,0,1,3,22,1,0,0,13
932,Trzebinia,małopolskie,chrzanowski,miejsko-wiejska,10540,105,34105,324,132,125,6,0,1,231,53,177,1,0,0,35,3,22,10,25,169,132,26,7,2,2,2,64,0,2,0,1,0,3,0,0,0,1,0,1,2,58,0,4,11,3,0,10,47,0,0,2,3,49,1,0,2,28
934,Bolesław,małopolskie,dąbrowski,wiejska,3570,36,2709,76,4,3,1,0,0,25,3,22,0,0,0,0,0,0,0,6,7,13,2,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,6,0,0,0,1,0,0,0,0,2,0,0,1,1
935,Dąbrowa Tarnowska,małopolskie,dąbrowski,miejsko-wiejska,11646,116,21231,182,35,33,2,0,0,185,27,155,3,0,0,3,0,3,0,24,83,88,23,2,0,0,1,68,0,0,0,0,0,1,0,0,0,1,0,1,1,66,0,10,11,0,0,3,6,1,0,0,5,56,0,0,0,24
936,Gręboszów,małopolskie,dąbrowski,wiejska,4851,49,3346,69,3,3,0,0,0,12,1,11,0,0,0,0,0,0,0,0,3,10,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2
937,Mędrzechów,małopolskie,dąbrowski,wiejska,4440,44,3483,78,19,18,1,0,0,25,1,24,0,0,0,1,1,0,0,2,21,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
938,Olesno,małopolskie,dąbrowski,wiejska,7760,78,7957,103,12,10,2,0,0,66,4,62,0,0,0,3,1,2,0,7,44,24,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,0,0,1,1,0,0,0,0,5,0,0,1,2
939,Radgoszcz,małopolskie,dąbrowski,wiejska,8810,88,7418,84,10,8,2,0,0,41,7,34,0,0,0,3,1,1,1,9,19,18,5,0,0,0,0,8,0,2,0,1,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,3
940,Szczucin,małopolskie,dąbrowski,miejsko-wiejska,11948,119,13167,110,43,34,8,1,0,115,10,105,0,0,0,2,0,1,1,13,42,68,25,8,1,1,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,2,30,0,1,1,1,0,0,0,0,26,0,0,4,3
942,Biecz,małopolskie,gorlicki,miejsko-wiejska,9825,98,16916,172,72,63,9,0,0,126,8,116,2,0,0,3,0,0,3,32,82,64,13,7,0,0,1,22,0,0,0,0,0,3,0,0,0,0,0,0,1,19,0,1,11,0,2,1,19,0,0,0,2,23,0,0,1,10
943,Bobowa,małopolskie,gorlicki,miejsko-wiejska,4977,50,9744,196,21,19,2,0,0,53,6,45,2,0,0,1,0,1,0,8,22,24,15,5,0,0,0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,5,3,0,0,0,12,1,0,1,2,17,0,0,0,7
944,Gorlice (gmina wiejska),małopolskie,gorlicki,wiejska,10285,103,17183,167,62,58,4,0,0,149,9,140,0,0,0,5,0,2,3,98,158,67,18,4,1,0,2,25,0,0,0,0,0,1,0,0,0,0,0,0,2,24,0,5,13,0,2,4,18,0,0,1,0,28,0,0,1,9
945,Gorlice (gmina miejska),małopolskie,gorlicki,miejska,2353,24,27781,1181,73,72,0,0,1,273,48,225,0,0,0,37,0,13,24,53,91,53,9,5,0,0,0,38,0,1,0,1,0,0,0,0,0,0,0,0,0,37,0,5,12,0,0,2,55,1,0,0,4,43,0,0,2,19
946,Lipinki,małopolskie,gorlicki,wiejska,6646,66,6802,102,44,42,2,0,0,54,1,53,0,0,0,3,0,2,1,19,55,19,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,3,0,0,0,1,5,0,0,0,2
947,Łużna,małopolskie,gorlicki,wiejska,5627,56,8465,150,13,12,1,0,0,60,2,58,0,0,0,1,0,1,0,8,39,19,5,2,0,0,1,8,0,0,0,0,0,2,0,0,0,0,0,0,1,6,0,2,2,0,1,2,10,0,0,0,0,10,0,0,0,2
948,Moszczenica,małopolskie,gorlicki,wiejska,3762,38,4921,131,4,4,0,0,0,30,1,29,0,0,0,1,0,1,0,3,17,10,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,2,0,0,0,0,5,0,0,0,3
949,Ropa,małopolskie,gorlicki,wiejska,4911,49,5440,111,13,9,4,0,0,74,7,66,1,0,0,4,0,4,0,11,31,24,16,4,1,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,3,8,1,3,8,14,0,0,0,3,19,0,0,0,12
950,Sękowa,małopolskie,gorlicki,wiejska,19480,195,4981,26,12,10,2,0,0,59,6,53,0,0,0,1,0,1,0,3,17,34,9,7,1,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,1,3,0,4,0,5,1,0,0,0,12,0,0,1,2
951,Uście Gorlickie,małopolskie,gorlicki,wiejska,28780,287,6843,24,20,18,2,0,0,60,7,53,0,0,0,1,0,0,1,7,23,29,17,3,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,6,1,2,2,5,0,0,0,0,14,0,0,0,2
953,Czernichów,małopolskie,krakowski,wiejska,8422,85,14535,173,132,124,8,0,0,134,26,106,2,0,0,5,1,4,0,56,103,75,23,8,0,1,4,26,0,0,0,0,0,3,0,0,0,0,0,0,4,23,0,3,23,0,0,4,1,0,0,1,0,33,0,0,2,17
954,Igołomia-Wawrzeńczyce,małopolskie,krakowski,wiejska,6279,63,7702,123,25,25,0,0,0,70,15,55,0,0,0,2,0,0,2,6,21,44,18,6,0,0,2,20,0,0,0,0,1,0,0,0,0,0,0,0,1,20,0,1,9,1,1,4,1,0,0,0,3,37,0,0,1,9
955,Iwanowice,małopolskie,krakowski,wiejska,7109,71,9098,128,11,11,0,0,0,36,1,33,2,0,0,6,0,5,1,4,15,16,10,2,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,1,6,1,0,3,2,0,0,0,0,13,0,0,1,5
956,Jerzmanowice-Przeginia,małopolskie,krakowski,wiejska,6814,68,10917,160,101,89,12,0,0,71,6,64,1,0,0,17,1,10,6,22,77,51,20,1,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,3,10,1,0,12,1,0,0,0,0,26,0,0,1,3
957,Kocmyrzów-Luborzyca,małopolskie,krakowski,wiejska,8076,81,15260,189,59,53,6,0,0,121,19,101,1,0,0,5,0,4,1,21,59,74,23,3,0,0,1,38,0,0,0,0,0,1,0,0,0,1,0,0,1,36,0,2,12,0,0,1,1,0,0,0,0,50,0,0,0,9
958,Krzeszowice,małopolskie,krakowski,miejsko-wiejska,13904,139,32296,232,136,128,8,0,0,384,37,343,4,0,0,26,3,23,0,63,254,143,51,9,0,0,5,42,1,0,0,0,0,3,0,1,0,0,0,0,4,39,0,2,68,2,1,18,10,0,0,2,1,96,0,0,3,19
959,Liszki,małopolskie,krakowski,wiejska,7207,72,17110,237,119,117,2,0,0,185,32,151,2,0,0,17,0,17,0,59,113,97,32,3,0,0,4,33,0,0,0,0,0,1,0,0,0,0,0,0,4,32,0,4,31,0,0,7,8,0,0,0,0,71,0,0,6,9
960,Michałowice,małopolskie,krakowski,wiejska,5113,51,10380,203,33,33,0,0,0,84,13,70,1,0,0,5,0,3,2,12,49,45,10,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,13,1,0,2,1,0,0,0,0,29,0,0,0,6
961,Mogilany,małopolskie,krakowski,wiejska,4363,44,13819,317,36,36,0,0,0,168,24,143,0,1,0,8,0,8,0,30,85,70,18,1,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,3,25,0,0,3,4,1,0,0,3,83,0,0,0,8
962,Skała,małopolskie,krakowski,miejsko-wiejska,7483,75,10520,141,39,39,0,0,0,90,11,78,1,0,0,2,0,0,2,25,42,41,16,4,0,1,3,15,0,0,0,0,0,3,0,0,0,0,0,0,3,12,0,2,20,4,0,15,1,0,0,0,0,22,0,0,0,7
963,Skawina,małopolskie,krakowski,miejsko-wiejska,9984,100,43369,434,279,271,7,0,1,291,56,232,2,1,0,72,0,27,45,165,236,138,22,7,1,1,8,63,0,0,0,0,0,0,0,0,0,0,0,0,8,63,3,4,35,0,0,2,16,1,0,1,1,90,0,0,11,42
964,Słomniki,małopolskie,krakowski,miejsko-wiejska,11298,113,13677,121,41,39,2,0,0,111,11,100,0,0,0,1,0,1,0,7,53,66,22,3,0,1,1,32,0,0,0,0,1,0,0,0,0,0,0,0,0,32,0,1,17,0,0,6,1,0,0,0,0,50,1,0,1,7
965,Sułoszowa,małopolskie,krakowski,wiejska,5338,53,5819,109,14,14,0,0,0,23,5,18,0,0,0,4,0,3,1,5,14,12,6,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,1
966,Świątniki Górne,małopolskie,krakowski,miejsko-wiejska,2035,20,9957,489,68,65,3,0,0,93,6,86,1,0,0,9,0,6,3,22,79,50,10,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,13,1,0,8,4,0,0,2,0,20,0,0,0,4
